"","orden","id.x","dominant_topic","topic_perc_contrib","keywords","text","topic","id.y","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","contexto_id"
"408",416,407,6,0.445100009441376,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'liceo', 'tener', 'dejar', 'familia', 'poblar', 'deber', 'emigrar', 'ciudad', 'continuar', 'estudio']","Derechos sociales e igualdad",426,"ilustre municipalidad de ollague",2,2202,"10 a 13",5,"Otro"
"409",417,408,7,0.335299998521805,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['encontrar', 'curar', 'cancer']","Acceso a servicios y prestaciones dignas",427,"niños y niñas que participan de los centros para niños con cuidadores principales temporeros",9,9120,"10 a 13",11,"Establecimiento Educacional"
"410",418,409,8,0.187199994921684,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['jugar', 'formar', 'seguro', 'calle']","Espacios públicos",428,"centro para niños con cuidadores disipables temporeros",14,14202,"Todos",41,"Otro"
"411",419,410,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'comuna']","Espacios públicos",429,"comision por los derechos de la infancia y adolescencia",2,2203,"10 a 13",12,"Establecimiento Educacional"
"412",420,411,8,0.210999995470047,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'areas_verdes', 'comuna']","Espacios públicos",430,"chile crece contigo",2,2203,"4 a 5",8,"Otro"
"413",421,412,8,0.210999995470047,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['contar', 'mas', 'areas_verdes']","Espacios públicos",431,"ilustre municipalidad de alhué",13,13502,"4 a 5",6,"Otro"
"414",422,413,8,0.241799995303154,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['escuchar', 'mas']","Espacios públicos",432,"chile crece contigo",13,13503,"6 a 9",6,"Otro"
"415",423,414,5,0.438300013542175,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['pasar', 'mas', 'tiempo_padres']","Seguridad",433,"opd infancia alto hospicio",1,1107,"4 a 5",19,"Establecimiento Educacional"
"416",424,415,0,0.211799994111061,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['vivir', 'provincia', 'falto', 'concienciar', 'existir', 'complejo', 'realidad']","Vivienda",434,"cahmt",5,5402,"10 a 13",10,"Otro"
"417",425,416,4,0.267300009727478,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['ser_escuchado']","Conectividad y transporte",435,"jardin infantil vista alegre",13,13102,"4 a 5",8,"Establecimiento Educacional"
"418",426,417,7,0.250200003385544,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['falto', 'areas_verdes', 'animal', 'mascota']","Acceso a servicios y prestaciones dignas",436,"colegio maria escobillana",6,6106,"6 a 9",12,"Establecimiento Educacional"
"419",427,418,7,0.207599997520447,"acceso, trabajar, hospital, mascota, parlamentario, areas_verdes, dialogos, inadecuado, digno, infantil","['acceso']","Acceso a servicios y prestaciones dignas",437,"centro metropolitano norte sename",13,13303,"14 a 18",23,"Programa Sename"
"420",428,419,1,0.197899997234344,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejo']","Mejorar calidad y acceso a salud y educación",438,"centro de madres temporeras",13,13401,"10 a 13",5,"Oficina de Protección de Derechos"
"421",429,420,6,0.31479999423027,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['vivir', 'espaciar', 'limpiar']","Derechos sociales e igualdad",439,"programa chile crece contigo municipalidad pedro aguirre cerda",13,13121,"6 a 9",6,"Establecimiento Educacional"
"422",430,421,6,0.388999998569489,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['contar', 'parque', 'vida', 'saludable', 'activo', 'familia', 'modo', 'comunitario']","Derechos sociales e igualdad",440,"chile crece contigo negrete",8,8307,"4 a 5",9,"Establecimiento Educacional"
"423",431,422,4,0.326499998569489,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['querer', 'justar', 'librar']","Conectividad y transporte",441,"congregación de religiosos terciarios capuchinos  programas pla y plae",8,8101,"14 a 18",4,"Programa Sename"
"424",432,423,3,0.266699999570847,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['necesidad', 'ayudar', 'demas', 'dinero']","Paz y justicia",442,"centro de madres temporeras",13,13401,"6 a 9",6,"Oficina de Protección de Derechos"
"425",433,424,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['hidrica', 'comuna']","Conectividad y transporte",444,"chile crece contigo",5,5102,"6 a 9",11,"Establecimiento Educacional"
"426",434,425,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['generar']","Conectividad y transporte",445,"oficina de protección de derechos",13,13108,"6 a 9",19,"Establecimiento Educacional"
"427",435,426,6,0.304199993610382,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['principal', 'necesidad', 'presentar', 'ninos', 'basicamente', 'temer', 'seguridad', 'barrio']","Derechos sociales e igualdad",446,"escuela eulogia borquez perez",10,10208,"6 a 9",31,"Establecimiento Educacional"
"428",436,427,8,0.241699993610382,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['violencia', 'maltratar']","Espacios públicos",447,"colegio maría escobillana",6,6106,"10 a 13",20,"Establecimiento Educacional"
"429",437,428,8,0.210999995470047,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'concienciar', 'medio_ambiente']","Espacios públicos",448,"opd lujarpan huara",1,1404,"6 a 9",16,"Oficina de Protección de Derechos"
"430",438,429,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['lugar']","Derechos sociales e igualdad",449,"cncpt placilla",6,6308,"Todos",28,"Otro"
"431",439,430,6,0.179800003767014,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['menos', 'contaminar', 'mas', 'limpiar']","Derechos sociales e igualdad",450,"opd aysén",11,11201,"6 a 9",11,"Establecimiento Educacional"
"432",440,431,1,0.197899997234344,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['nacimiento']","Mejorar calidad y acceso a salud y educación",451,"oficina de protección de derechos de infancia y adolescencia",8,8306,"6 a 9",7,"Oficina de Protección de Derechos"
"433",441,432,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'areas_verdes']","Conectividad y transporte",452,"cahmt",5,5402,"6 a 9",6,"Otro"
"434",442,433,6,0.202600002288818,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['limpiar', 'menos', 'contaminar']","Derechos sociales e igualdad",453,"opd aysén",11,11201,"10 a 13",11,"Establecimiento Educacional"
"435",443,434,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'pensionar', 'adultos_mayores']","Mejorar calidad y acceso a salud y educación",454,"concejo infantil rancagua",6,6101,"10 a 13",6,"Consejo Consultivo"
"436",444,435,9,0.34349998831749,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['llenar', 'amor']","Espacios recreativos y de esparcimiento",455,"municipalidad de fresia",10,10104,"6 a 9",10,"Otro"
"437",445,436,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['areas_verdes', 'animal']","Mejorar calidad y acceso a salud y educación",456,"colegio natalia peralta",6,6102,"6 a 9",12,"Establecimiento Educacional"
"438",446,437,4,0.410100013017654,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['tabaco', 'ninos_ninas', 'argumentar', 'malo', 'fumar', 'personar']","Conectividad y transporte",457,"ilustre municipalidad de ancud",10,10202,"4 a 5",8,"Otro"
"439",447,438,0,0.219099998474121,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['sueldo']","Vivienda",458,"colegio natalia peralta",6,6102,"10 a 13",22,"Establecimiento Educacional"
"440",448,439,9,0.233199998736382,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['respetar']","Espacios recreativos y de esparcimiento",459,"opd exigiendo y luchando por nuestros derechos",6,6113,"10 a 13",6,"Otro"
"441",449,440,6,0.179800003767014,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['necesidad', 'sentir', 'seguridad', 'entornar']","Derechos sociales e igualdad",460,"municipalidad de fresia",10,10104,"10 a 13",8,"Otro"
"442",450,441,1,0.334300011396408,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['ver', 'actual', 'oportunidad', 'esperanzar', 'mejorar']","Mejorar calidad y acceso a salud y educación",461,"villa los cerezos de san luis de macul",13,13122,"6 a 9",10,"Otro"
"443",451,442,1,0.28549998998642,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejor', 'usar']","Mejorar calidad y acceso a salud y educación",462,"programa chile crece contigo municipalidad de independencia",13,13108,"6 a 9",24,"Establecimiento Educacional"
"444",452,443,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['seguridad', 'social']","Derechos sociales e igualdad",463,"libertad asistida simple atacama",3,3101,"14 a 18",5,"Programa Sename"
"445",453,444,6,0.364300012588501,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['padre', 'soldar', 'afecto', 'vida', 'familiar']","Derechos sociales e igualdad",464,"consejo consultivo  opd la granja",13,13111,"14 a 18",5,"Oficina de Protección de Derechos"
"446",454,445,8,0.372999995946884,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['lugar', 'esparcimiento', 'casar', 'cancha', 'jugar', 'pelot']","Espacios públicos",465,"club deportivo de melipeuco",9,9110,"6 a 9",6,"Establecimiento Educacional"
"447",455,446,1,0.221100002527237,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['generar', 'mayor', 'espacio', 'nnas']","Mejorar calidad y acceso a salud y educación",466,"consejo consultivo nnas opd la granja",13,13111,"10 a 13",7,"Oficina de Protección de Derechos"
"448",456,447,1,0.33390000462532,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['tener', 'educacion', 'calidad', 'gratuito']","Mejorar calidad y acceso a salud y educación",467,"programa libertad asistida especial",3,3101,"14 a 18",8,"Programa Sename"
"449",457,448,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",468,"red comunal chcc melipilla piscina chocalan grupo 4",13,13501,"6 a 9",7,"Establecimiento Educacional"
"450",458,449,6,0.329800009727478,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['igualdad', 'derecho', 'ambitos']","Derechos sociales e igualdad",469,"cncpt",6,6112,"Todos",72,"Otro"
"451",459,450,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['seguridad', 'social']","Derechos sociales e igualdad",470,"programa sba corporación gabriela mistral",3,3101,"14 a 18",5,"Programa Sename"
"452",460,451,8,0.210999995470047,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['poder', 'salir', 'padre']","Espacios públicos",471,"escuela de verano",7,7405,"6 a 9",19,"Establecimiento Educacional"
"453",461,452,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['seguridad', 'social']","Derechos sociales e igualdad",472,"programa sbc corporación gabriela mistral",3,3101,"14 a 18",5,"Programa Sename"
"454",462,453,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['seguridad', 'social']","Derechos sociales e igualdad",473,"programa de medidas cautelares",3,3101,"14 a 18",14,"Programa Sename"
"455",463,454,0,0.219099998474121,"sueldo, existir, desigualdad, vivienda, ano, eliminar, bajar, universal, madre, mujer","['pagar']","Vivienda",474,"jardín infantil bosque de colores",10,10301,"4 a 5",12,"Establecimiento Educacional"
"456",464,455,1,0.198699995875359,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['igualdad', 'acceso', 'calidad', 'respetar', 'carabinero']","Mejorar calidad y acceso a salud y educación",475,"programa de libertad asistida especial proyecta chiloé",10,10208,"Todos",4,"Programa Sename"
"457",465,456,4,0.230399996042252,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'reestablecer', 'barrio']","Conectividad y transporte",476,"oficina local de la niñez",13,13110,"4 a 5",4,"Establecimiento Educacional"
"458",466,457,6,0.329800009727478,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['tiempo', 'jugar', 'familia']","Derechos sociales e igualdad",477,"chile crece contigo renca",13,13128,"4 a 5",7,"Otro"
"459",467,458,8,0.412800014019012,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['tener', 'espacio', 'jugar', 'divertirse']","Espacios públicos",478,"programa abriendo caminos",2,2201,"Todos",10,"Otro"
"460",468,459,2,0.260300010442734,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['tranquilidad', 'calle', 'evitar', 'saqueo']","Cambios políticos y culturales",479,"chile crece contigo renca",13,13128,"6 a 9",10,"Otro"
"461",469,460,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",480,"chile crece contigo quilaco",8,8308,"6 a 9",10,"Establecimiento Educacional"
"462",470,461,2,0.485900014638901,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['cambiar', 'votar', 'obligatorio', 'accesible']","Cambios políticos y culturales",481,"programa de medidas cautelares  proyecta chiloé",10,10201,"14 a 18",7,"Programa Sename"
"463",471,462,5,0.303999990224838,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['jovenes', 'bien', 'detallar', 'demandar', 'socialmente', 'enumerar', 'mas', 'nombrar', 'dar', 'contar', 'ver', 'futur']","Seguridad",482,"residencia maria ayuda",1,1101,"Todos",12,"Programa Sename"
"464",472,463,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['educacion', 'gratuito', 'calidad']","Mejorar calidad y acceso a salud y educación",483,"chile crece contigo renca",13,13128,"10 a 13",8,"Otro"
"465",473,464,3,0.312799990177155,"gente, justicia, presidente, dinero, medio_ambiente, miedo, abuso_poder, manifestante, paz, precio","['presidente', 'pinera', 'renunciar', 'cargar', 'presidencia', 'abajar', 'pais']","Paz y justicia",484,"chile crece contigo renca",13,13128,"6 a 9",5,"Consejo Consultivo"
"466",474,465,6,0.333499997854233,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['igualdad', 'oportunidad', 'nivel', 'empleo']","Derechos sociales e igualdad",485,"programa de libertad asistida proyecta chiloé",10,10201,"Todos",5,"Programa Sename"
"467",475,466,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['gratuito']","Derechos sociales e igualdad",486,"chile crece contigo quilaco",8,8308,"10 a 13",10,"Establecimiento Educacional"
"468",476,467,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['gratuito']","Derechos sociales e igualdad",487,"moira francisca vallejos inostroza",8,8308,"14 a 18",10,"Establecimiento Educacional"
"469",477,468,8,0.282900005578995,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['ser_escuchados']","Espacios públicos",488,"secretaria niñez y junaeb",8,8102,"10 a 13",13,"Establecimiento Educacional"
"470",478,469,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",489,"integrantes programa centro para niños con cuidadores principales temporeros",9,9107,"6 a 9",16,"Establecimiento Educacional"
"471",479,470,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",490,"participan de centro para niños con cuidadores principales temporeros",9,9109,"6 a 9",8,"Establecimiento Educacional"
"472",480,471,4,0.267399996519089,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['marchar']","Conectividad y transporte",491,"cruz roja",16,16102,"14 a 18",20,"Programa Sename"
"473",481,472,6,0.271800011396408,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['lugar']","Derechos sociales e igualdad",492,"participan de centro para niños con cuidadores principales temporeros",9,9109,"6 a 9",7,"Establecimiento Educacional"
"474",482,473,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",493,"participan de centro para niños con cuidadores principales temporeros",9,9202,"6 a 9",7,"Establecimiento Educacional"
"475",483,474,8,0.365599989891052,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'esparcimient']","Espacios públicos",494,"participan de centro para niños con cuidadores principales temporeros",9,9202,"6 a 9",7,"Establecimiento Educacional"
"476",484,475,8,0.269600003957748,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'espacio', 'casar', 'mas', 'lugar']","Espacios públicos",495,"participan de centro para niños con cuidadores principales temporeros",9,9101,"4 a 5",7,"Establecimiento Educacional"
"477",485,476,8,0.269600003957748,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['falto', 'espacio', 'casar', 'mas', 'lugar']","Espacios públicos",496,"participan de centro para niños con cuidadores principales temporeros",9,9101,"4 a 5",7,"Establecimiento Educacional"
"478",486,477,1,0.197899997234344,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['gimnasio']","Mejorar calidad y acceso a salud y educación",497,"municipalidad de corral",14,14102,"14 a 18",8,"Consejo Consultivo"
"479",487,478,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",498,"opd isla de maipo",13,13603,"10 a 13",170,"Oficina de Protección de Derechos"
"480",488,479,8,0.168200001120567,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['lugar', 'colorir', 'existir', 'juego', 'seguro']","Espacios públicos",499,"jardin regalitos del cielo",10,10209,"4 a 5",10,"Establecimiento Educacional"
"481",489,480,6,0.364199995994568,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['mayor', 'familia', 'iglesia', 'segun', 'rango_etario']","Derechos sociales e igualdad",500,"municipalidad san pedro de la paz",8,8108,"Todos",50,"Otro"
"482",490,481,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'seguridad']","Conectividad y transporte",501,"oficina local de la niñez oln la florida",13,13110,"6 a 9",6,"Otro"
"483",491,482,1,0.221100002527237,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['igualdad', 'riqueza', 'trabajar', 'educacion']","Mejorar calidad y acceso a salud y educación",502,"chile crece contigo calle larga y cesfam josé joaquín aguirre",5,5302,"10 a 13",8,"Otro"
"484",492,483,5,0.298700004816055,"mas, tener, ninos, carabinero, coser, seguridad, ir, alto, deber, deportar","['destacar', 'aun', 'temor', 'hoy', 'mas', 'interior', 'casar']","Seguridad",503,"jardín infantil paidahue",13,13113,"4 a 5",6,"Establecimiento Educacional"
"485",493,484,1,0.376399993896484,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'pensionar', 'adultos_mayores']","Mejorar calidad y acceso a salud y educación",504,"opd adquintue",10,10306,"Todos",8,"Consejo Consultivo"
"486",494,485,1,0.221100002527237,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mayor', 'presenciar', 'plaza', 'parque']","Mejorar calidad y acceso a salud y educación",505,"programa abriendo caminos",2,2101,"6 a 9",13,"Otro"
"487",495,486,2,0.193800002336502,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['fuente', 'laboral', 'padre']","Cambios políticos y culturales",506,"opd vallenar",3,3301,"Todos",12,"Otro"
"488",496,487,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'terminar', 'conflicto']","Mejorar calidad y acceso a salud y educación",507,"escuela municipal de fútbol de frutillar",10,10105,"10 a 13",8,"Otro"
"489",497,488,6,0.179700002074242,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['principal', 'necesidad', 'encontrar', 'tranquilidad']","Derechos sociales e igualdad",508,"programa chile crece contigo zapallar",5,5405,"6 a 9",13,"Otro"
"490",498,489,4,0.326499998569489,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['necesidad', 'igualdad', 'personar']","Conectividad y transporte",509,"programa abriendo caminos",2,2101,"10 a 13",7,"Otro"
"491",499,490,8,0.282900005578995,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['ser_escuchados']","Espacios públicos",510,"programa familias de acogida concepción aadd",8,8101,"6 a 9",5,"Programa Sename"
"492",500,491,2,0.166199997067451,"menos, cambiar, padre, igualdad_genero, actividad, politicos, disminuir, saqueo, calle, mayor_cantidad","['horario', 'trabajar', 'padre']","Cambios políticos y culturales",511,"ilustre municipalidad de chepica",6,6302,"6 a 9",9,"Otro"
"493",501,492,6,0.232199996709824,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['existir', 'lugar']","Derechos sociales e igualdad",512,"red  chile crece contigo  hualaihue",10,10403,"10 a 13",26,"Establecimiento Educacional"
"494",502,493,4,0.402399986982346,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['violencia', 'militar', 'personar', 'ojo']","Conectividad y transporte",513,"ilustre municipalidad de chepica",6,6302,"6 a 9",9,"Otro"
"495",503,494,1,0.30009999871254,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'educacion', 'colegio', 'menos', 'ninos']","Mejorar calidad y acceso a salud y educación",514,"residencia de protección casa belén",5,5301,"Todos",21,"Otro"
"496",504,495,1,0.249200001358986,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['descontentar', 'general', 'violencia']","Mejorar calidad y acceso a salud y educación",515,"ilustre municipalidad de chepica",6,6302,"6 a 9",9,"Otro"
"497",505,496,8,0.241699993610382,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['violencia', 'manifestación']","Espacios públicos",516,"ilustre municipalidad de chepica",6,6302,"10 a 13",8,"Otro"
"498",506,497,1,0.197300001978874,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","[]","Mejorar calidad y acceso a salud y educación",517,"ilustre municipalidad de chepica",6,6302,"10 a 13",8,"Otro"
"499",507,498,1,0.431199997663498,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['educacion', 'calidad']","Mejorar calidad y acceso a salud y educación",518,"fundacion ciudad del niño",10,10101,"14 a 18",5,"Programa Sename"
"500",508,499,4,0.374099999666214,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['violencia', 'personar']","Conectividad y transporte",519,"ilustre municipalidad de chepica",6,6302,"10 a 13",9,"Otro"
"501",509,500,1,0.503499984741211,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['mejorar', 'calidad', 'salud']","Mejorar calidad y acceso a salud y educación",520,"opd municipalidad san ramon",13,13131,"14 a 18",16,"Oficina de Protección de Derechos"
"502",510,501,6,0.33950001001358,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['importancia', 'cuidar', 'animal', 'hoy', 'dia', 'dejar', 'libre', 'sufrir', 'presentar', 'nivel', 'comparacion', 'humano', 'mismos_derechos', 'eliminacion', 'jaula']","Derechos sociales e igualdad",521,"opd cañete",8,8203,"Todos",8,"Oficina de Protección de Derechos"
"503",511,502,8,0.38740000128746,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['espacio', 'esparcimiento']","Espacios públicos",522,"nna de la comuna de aysén",11,11201,"6 a 9",15,"Oficina Local de la Niñez"
"504",512,503,4,0.359400004148483,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['disponer', 'seguro', 'habilitar', 'cercano', 'lugar', 'domiciliar', 'espacio', 'existente', 'actualidad', 'perspectivo', 'enfocar', 'infancia', 'adolescencia', 'condicionar', 'deplorable', 'seguro', 'librar', 'jugar', 'ademar', 'cercano', 'protegido', 'calle', 'transitar', 'frecuentar', 'vehiculos', 'motorizar']","Conectividad y transporte",523,"ppf witralen corporación servicio paz y justicia serpaj chile",10,10403,"Todos",5,"Programa Sename"
"505",513,504,6,0.23870000243187,"social, igualdad, familia, gratuito, derecho, lugar, vida, poblar, tiempo, dar","['mayor', 'resguardar', 'carabinero', 'deber', 'tambien', 'familia']","Derechos sociales e igualdad",524,"ppf amanecer",8,8201,"10 a 13",8,"Programa Sename"
"506",514,505,8,0.289099991321564,"falto, poder, publicar, jovenes, espacio, adolescente, adultos_mayores, escuchar, callar, drogar","['ninos_ninas', 'inquieto', 'concentracion']","Espacios públicos",525,"subse ninez bío bío  junji",8,8301,"4 a 5",6,"Establecimiento Educacional"
"507",515,506,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['salud']","Mejorar calidad y acceso a salud y educación",526,"subse ninez  bio biocncpt",8,8314,"10 a 13",6,"Establecimiento Educacional"
"508",516,507,9,0.290199995040894,"respetar, partir, piscina, hacer, colegio, comuna, problema, necesario, sector, ademar","['cambiar', 'total', 'empezar', 'cero', 'trazar', 'nuevo', 'caminar', 'cometer', 'error', 'llevar', 'situacion']","Espacios recreativos y de esparcimiento",527,"opd municipalidad san ramón",13,13131,"14 a 18",22,"Oficina de Protección de Derechos"
"509",517,508,4,0.228400006890297,"personar, violencia, necesidad, ser, aguar, recurso, transportar, generar, necesitar, malo","['respetar', 'personar']","Conectividad y transporte",528,"opd y fae pro adra",4,4301,"10 a 13",5,"Programa Sename"
"510",518,509,1,0.334199994802475,"mejorar, salud, mayor, educacion, pensionar, casar, mejor, calidad, oportunidad, sistema","['subir_sueldos']","Mejorar calidad y acceso a salud y educación",529,"subse ninez bío bío  cncpt",8,8311,"10 a 13",26,"Establecimiento Educacional"
