"","orden","id.x","dominant_topic","topic_perc_contrib","keywords","text","topic","id.y","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","contexto_id"
"364",393,363,8,0.192699998617172,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['importancia', 'cuidar', 'entorno', 'vivir']","Mayor participación en instancias de diálogo",402,"jardín infantil semillitas",10,10203,"4 a 5",6,"Establecimiento Educacional"
"365",394,364,4,0.381999999284744,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['tratar', 'mejor', 'persona']","Ayudar y respetar a los compañeros",403,"opd vallenar",3,3301,"Todos",9,"Otro"
"366",395,365,3,0.561200022697449,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['continuaran', 'trabajar', 'propone']","Mayor asistencia a Diálogos/Cabildos",404,"niños y niñas del hepi crianza de la comuna",9,9201,"4 a 5",8,"Otro"
"367",396,366,6,0.337599992752075,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['ahorrar', 'cuidar', 'agua', 'hogar']","Compartir y conversar con la familia y la gente",405,"programa abriendo caminos tikvah",6,6310,"10 a 13",6,"Otro"
"368",397,367,4,0.480199992656708,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['practicar', 'tolerancia', 'respeto', 'opinión', 'persona', 'incentivar', 'pertenecer', 'organización']","Ayudar y respetar a los compañeros",407,"consejo consultivo",5,5703,"14 a 18",4,"Oficina de Protección de Derechos"
"369",398,368,6,0.197999998927116,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['mejorar', 'mundo', 'cosa', 'minima', 'ej']","Compartir y conversar con la familia y la gente",408,"chile crece contigo",10,10302,"6 a 9",12,"Establecimiento Educacional"
"370",399,369,7,0.332100003957748,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar']","Compromiso de obtener mejores notas",409,"chile crece contigo",10,10302,"10 a 13",11,"Establecimiento Educacional"
"371",400,370,2,0.40149998664856,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['aprovechar', 'espacio', 'participacion', 'existente', 'comuna']","Mayor incidencia en el ambito público",410,"oln colina",13,13301,"14 a 18",6,"Oficina Local de la Niñez"
"372",401,371,8,0.417699992656708,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['instancia', 'dialogo', 'comuna', 'solo', 'contexto']","Mayor participación en instancias de diálogo",411,"niños y niñas de la red chile crece contigo de la comuna",9,9116,"6 a 9",8,"Otro"
"373",402,372,2,0.424499988555908,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['mayor', 'adhesion', 'partir', 'ninos_nina', 'joven', 'local', 'opd']","Mayor incidencia en el ambito público",412,"oln colina",13,13301,"10 a 13",6,"Oficina Local de la Niñez"
"374",403,373,4,0.381099998950958,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['respeto', 'parir', 'portarse_bien']","Ayudar y respetar a los compañeros",413,"centro de niños de madres temporeras san pablo",10,10307,"6 a 9",20,"Establecimiento Educacional"
"375",404,374,2,0.40149998664856,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['aprovechar', 'espacio', 'participacion', 'existente', 'comuna']","Mayor incidencia en el ambito público",414,"macarena solis",13,13301,"14 a 18",6,"Oficina Local de la Niñez"
"376",405,375,2,0.40149998664856,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['aprovechar', 'espacio', 'participacion', 'existente', 'comuna']","Mayor incidencia en el ambito público",415,"oln colina",13,13301,"14 a 18",6,"Oficina Local de la Niñez"
"377",406,376,6,0.274699985980987,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'agua']","Compartir y conversar con la familia y la gente",416,"ilustre municipalidad de san esteban",5,5304,"6 a 9",18,"Otro"
"378",407,377,6,0.274699985980987,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'agua']","Compartir y conversar con la familia y la gente",417,"ilustre municipalidad de san esteban",5,5304,"6 a 9",18,"Otro"
"379",408,378,7,0.464700013399124,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'projimo']","Compromiso de obtener mejores notas",418,"ilustre municipalidad de purranque",10,10303,"6 a 9",18,"Otro"
"380",409,379,3,0.19760000705719,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['cuidado', 'areas_verd', 'botar', 'basura']","Mayor asistencia a Diálogos/Cabildos",419,"corporacion de apoyo a la niñez y juventud en riesgo social llequen",16,16101,"14 a 18",9,"Programa Sename"
"381",410,380,8,0.456099987030029,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['seguir', 'desarrollar', 'tipo', 'actividad']","Mayor participación en instancias de diálogo",420,"niños y niñas de la red comunal chile crece contigo",9,9101,"4 a 5",9,"Otro"
"382",411,381,7,0.234400004148483,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['comprometer', 'cuidado', 'medioambiental', 'animal', 'luchar_derechos']","Compromiso de obtener mejores notas",421,"ilustre municipalidad de purranque",10,10303,"10 a 13",11,"Otro"
"383",412,382,3,0.230399996042252,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['establecer', 'mas', 'dialogo']","Mayor asistencia a Diálogos/Cabildos",422,"jardín infantil estrellita",10,10102,"4 a 5",9,"Establecimiento Educacional"
"384",413,383,6,0.353700011968613,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['principal', 'compromiso', 'adquirido', 'continuar', 'trabajar', 'ninos_a', 'familia', 'dicho', 'sector', 'conjunto', 'servicio', 'pais', 'comunal', 'seguir', 'potenciar', 'barrio', 'local']","Compartir y conversar con la familia y la gente",423,"opd exigiendo y luchando por nuestros derechos",6,6113,"6 a 9",8,"Otro"
"385",414,384,1,0.459699988365173,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'plaza']","Cuidar la convivencia",424,"jardín la esperanza",8,8312,"4 a 5",4,"Establecimiento Educacional"
"386",415,385,4,0.365399986505508,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['dar', 'respuesta', 'aumento', 'pensión', 'adulto', 'mayor']","Ayudar y respetar a los compañeros",425,"coord niñez octava y chcc comuna los álamos",8,8206,"6 a 9",16,"Otro"
"387",416,386,4,0.598599970340729,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['reunir', 'nuevamente', 'dejar', 'concretar', 'pliego', 'petición', 'entregar', 'autoridad', 'comunale']","Ayudar y respetar a los compañeros",426,"ilustre municipalidad de ollague",2,2202,"10 a 13",5,"Otro"
"388",417,387,0,0.374099999666214,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['compartir', 'conversado', 'hogar']","Respeto en la escuela",427,"niños y niñas que participan de los centros para niños con cuidadores principales temporeros",9,9120,"10 a 13",11,"Establecimiento Educacional"
"389",418,388,3,0.23819999396801,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['conocer', 'bien', 'sentimiento', 'pensamiento', 'expresar', 'hacer', 'dano']","Mayor asistencia a Diálogos/Cabildos",428,"centro para niños con cuidadores disipables temporeros",14,14202,"Todos",41,"Otro"
"390",419,389,1,0.383399993181229,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['continuidad', 'espacio', 'conversacion']","Cuidar la convivencia",429,"comision por los derechos de la infancia y adolescencia",2,2203,"10 a 13",12,"Establecimiento Educacional"
"391",420,390,7,0.321700006723404,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['levantamiento', 'informacion', 'necesidad', 'principalmente', 'juego', 'familiar', 'ano']","Compromiso de obtener mejores notas",430,"chile crece contigo",2,2203,"4 a 5",8,"Otro"
"392",421,391,6,0.229100003838539,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'areas_verd', 'existente']","Compartir y conversar con la familia y la gente",431,"ilustre municipalidad de alhué",13,13502,"4 a 5",6,"Otro"
"393",422,392,4,0.327699989080429,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['limpiar', 'entorno', 'ayudar', 'persona']","Ayudar y respetar a los compañeros",432,"chile crece contigo",13,13503,"6 a 9",6,"Otro"
"394",423,393,9,0.434500008821487,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['seguir', 'implementar', 'actividad', 'ocasionalmente', 'conocer', 'situacion', 'nino', 'respecto', 'contingencia']","Cuidar el medio ambiente",433,"opd infancia alto hospicio",1,1107,"4 a 5",19,"Establecimiento Educacional"
"395",424,394,2,0.368400007486343,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['concientizar', 'problematico', 'agua']","Mayor incidencia en el ambito público",434,"cahmt",5,5402,"10 a 13",10,"Otro"
"396",425,395,7,0.222000002861023,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['compromiso', 'entorno', 'persona']","Compromiso de obtener mejores notas",435,"jardin infantil vista alegre",13,13102,"4 a 5",8,"Establecimiento Educacional"
"397",426,396,3,0.230399996042252,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['respetar', 'escuchar', 'mas']","Mayor asistencia a Diálogos/Cabildos",436,"colegio maria escobillana",6,6106,"6 a 9",12,"Establecimiento Educacional"
"398",427,397,8,0.467599987983704,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['apoyar', 'movilización']","Mayor participación en instancias de diálogo",437,"centro metropolitano norte sename",13,13303,"14 a 18",23,"Programa Sename"
"399",428,398,6,0.338699996471405,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['proponer', 'pelear', 'solo', 'abrazar']","Compartir y conversar con la familia y la gente",438,"centro de madres temporeras",13,13401,"10 a 13",5,"Oficina de Protección de Derechos"
"400",429,399,6,0.342799991369247,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['obediente']","Compartir y conversar con la familia y la gente",439,"programa chile crece contigo municipalidad pedro aguirre cerda",13,13121,"6 a 9",6,"Establecimiento Educacional"
"401",430,400,8,0.555599987506866,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['conocer', 'perspectiva', 'jardín', 'educacional', 'modo', 'expandir', 'cabildo', 'ciudadano', 'zona', 'conocer', 'interés', 'informado']","Mayor participación en instancias de diálogo",440,"chile crece contigo negrete",8,8307,"4 a 5",9,"Establecimiento Educacional"
"402",431,401,8,0.269300013780594,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['participar', 'marcha']","Mayor participación en instancias de diálogo",441,"congregación de religiosos terciarios capuchinos  programas pla y plae",8,8101,"14 a 18",4,"Programa Sename"
"403",432,402,4,0.259099990129471,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['ayudar', 'pais']","Ayudar y respetar a los compañeros",442,"centro de madres temporeras",13,13401,"6 a 9",6,"Oficina de Protección de Derechos"
"404",433,403,3,0.309899985790253,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['realizar', 'mas', 'actividad', 'nino']","Mayor asistencia a Diálogos/Cabildos",444,"chile crece contigo",5,5102,"6 a 9",11,"Establecimiento Educacional"
"405",434,404,0,0.374599993228912,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['seguir', 'manifestar', 'manera_pacifica']","Respeto en la escuela",445,"oficina de protección de derechos",13,13108,"6 a 9",19,"Establecimiento Educacional"
"406",435,405,3,0.669700026512146,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['tener', 'mayor', 'resguardo', 'tema', 'seguridad']","Mayor asistencia a Diálogos/Cabildos",446,"escuela eulogia borquez perez",10,10208,"6 a 9",31,"Establecimiento Educacional"
"407",436,406,7,0.33270001411438,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'idea', 'sueno', 'companero']","Compromiso de obtener mejores notas",447,"colegio maría escobillana",6,6106,"10 a 13",20,"Establecimiento Educacional"
"408",437,407,1,0.470699995756149,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['divulgar', 'informacion', 'vecino', 'localidad']","Cuidar la convivencia",448,"opd lujarpan huara",1,1404,"6 a 9",16,"Oficina de Protección de Derechos"
"409",438,408,3,0.280699998140335,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['especialmente', 'agua', 'botar_basura', 'ensenar', 'persona', 'mayor', 'consecuencia', 'contaminar', 'medio_ambiente']","Mayor asistencia a Diálogos/Cabildos",449,"cncpt placilla",6,6308,"Todos",28,"Otro"
"410",439,409,1,0.549199998378754,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['creacion', 'brigada', 'ecologic']","Cuidar la convivencia",450,"opd aysén",11,11201,"6 a 9",11,"Establecimiento Educacional"
"411",440,410,0,0.351900011301041,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['agendar', 'reunion', 'sr', 'alcalde', 'común', 'fin', 'presentar', 'resultado', 'plan_trabajo']","Respeto en la escuela",451,"oficina de protección de derechos de infancia y adolescencia",8,8306,"6 a 9",7,"Oficina de Protección de Derechos"
"412",441,411,6,0.274699985980987,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['cuidar', 'areas_verd']","Compartir y conversar con la familia y la gente",452,"cahmt",5,5402,"6 a 9",6,"Otro"
"413",442,412,1,0.549199998378754,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['creacion', 'brigada', 'ecologic']","Cuidar la convivencia",453,"opd aysén",11,11201,"10 a 13",11,"Establecimiento Educacional"
"414",443,413,9,0.44760000705719,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['concientizacion', 'social', 'calidad', 'educacion']","Cuidar el medio ambiente",454,"concejo infantil rancagua",6,6101,"10 a 13",6,"Consejo Consultivo"
"415",444,414,6,0.47299998998642,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['derecho', 'expresarno']","Compartir y conversar con la familia y la gente",455,"municipalidad de fresia",10,10104,"6 a 9",10,"Otro"
"416",445,415,7,0.387800008058548,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar', 'escuchar', 'colaborar']","Compromiso de obtener mejores notas",456,"colegio natalia peralta",6,6102,"6 a 9",12,"Establecimiento Educacional"
"417",446,416,2,0.564000010490417,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['visualizar', 'problematica', 'solución', 'ambito', 'definido', 'consumo', 'tabaco', 'incendio']","Mayor incidencia en el ambito público",457,"ilustre municipalidad de ancud",10,10202,"4 a 5",8,"Otro"
"418",447,417,3,0.19760000705719,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['escuchar', 'respetar', 'mas', 'amor']","Mayor asistencia a Diálogos/Cabildos",458,"colegio natalia peralta",6,6102,"10 a 13",22,"Establecimiento Educacional"
"419",448,418,6,0.522000014781952,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['seguir', 'intervenir', 'territorio', 'alianza', 'servicio', 'pais', 'forma', 'realizar', 'trabajo', 'mancomunado', 'sector']","Compartir y conversar con la familia y la gente",459,"opd exigiendo y luchando por nuestros derechos",6,6113,"10 a 13",6,"Otro"
"420",449,419,7,0.408899992704391,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['comprometer', 'resolver', 'problema', 'forma', 'pacific']","Compromiso de obtener mejores notas",460,"municipalidad de fresia",10,10104,"10 a 13",8,"Otro"
"421",450,420,5,0.37049999833107,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['preocupacion', 'cuidado', 'entorno']","Mejorar en el colegio",461,"villa los cerezos de san luis de macul",13,13122,"6 a 9",10,"Otro"
"422",451,421,6,0.395000010728836,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['ejemplo', 'uso', 'agua']","Compartir y conversar con la familia y la gente",462,"programa chile crece contigo municipalidad de independencia",13,13108,"6 a 9",24,"Establecimiento Educacional"
"423",453,422,4,0.534900009632111,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['respetar', 'opinión', 'demas', 'incluso', 'comparta']","Ayudar y respetar a los compañeros",464,"consejo consultivo  opd la granja",13,13111,"14 a 18",5,"Oficina de Protección de Derechos"
"424",454,423,4,0.170000001788139,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['encontrar', 'motivado', 'conseguir', 'objetivo', 'deseo', 'tener', 'lugar', 'juga']","Ayudar y respetar a los compañeros",465,"club deportivo de melipeuco",9,9110,"6 a 9",6,"Establecimiento Educacional"
"425",455,424,7,0.320899993181229,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['primero', 'semestre', 'vocero', 'presentar', 'sala', 'concejo', 'municipa']","Compromiso de obtener mejores notas",466,"consejo consultivo nnas opd la granja",13,13111,"10 a 13",7,"Oficina de Protección de Derechos"
"426",456,425,2,0.303700000047684,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['ir_votar']","Mayor incidencia en el ambito público",467,"programa libertad asistida especial",3,3101,"14 a 18",8,"Programa Sename"
"427",458,426,7,0.387600004673004,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['informar', 'acontecer', 'nacional']","Compromiso de obtener mejores notas",469,"cncpt",6,6112,"Todos",72,"Otro"
"428",460,427,2,0.316300004720688,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['disponer', 'disponible', 'compartir', 'nino']","Mayor incidencia en el ambito público",471,"escuela de verano",7,7405,"6 a 9",19,"Establecimiento Educacional"
"429",463,428,3,0.26460000872612,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['ayudar', 'tener', 'mundo', 'mas', 'feliz', 'color']","Mayor asistencia a Diálogos/Cabildos",474,"jardín infantil bosque de colores",10,10301,"4 a 5",12,"Establecimiento Educacional"
"430",464,429,9,0.246800005435944,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['aportar', 'sociedad', 'trabajar', 'estudiar', 'ensuciar', 'calle']","Cuidar el medio ambiente",475,"programa de libertad asistida especial proyecta chiloé",10,10208,"Todos",4,"Programa Sename"
"431",466,430,6,0.480699986219406,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['conversar', 'mas', 'famlia', 'amigo']","Compartir y conversar con la familia y la gente",477,"chile crece contigo renca",13,13128,"4 a 5",7,"Otro"
"432",467,431,8,0.371499985456467,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['incentivar', 'grupo', 'par', 'participar', 'proceso', 'elección']","Mayor participación en instancias de diálogo",478,"programa abriendo caminos",2,2201,"Todos",10,"Otro"
"433",468,432,1,0.332500010728836,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'espacio', 'común', 'calle', 'plaza']","Cuidar la convivencia",479,"chile crece contigo renca",13,13128,"6 a 9",10,"Otro"
"434",469,433,8,0.269300013780594,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['contaminar', 'medio_ambiente']","Mayor participación en instancias de diálogo",480,"chile crece contigo quilaco",8,8308,"6 a 9",10,"Establecimiento Educacional"
"435",470,434,5,0.65200001001358,"adulto, cambio, marcha, mejorar, ano, ir, nuevo, colegio, tiempo, acuerdo","['primer_paso', 'cambio', 'personal', 'luego', 'colectivo']","Mejorar en el colegio",481,"programa de medidas cautelares  proyecta chiloé",10,10201,"14 a 18",7,"Programa Sename"
"436",471,435,8,0.475199997425079,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['votar', 'informar', 'proceso', 'candidato']","Mayor participación en instancias de diálogo",482,"residencia maria ayuda",1,1101,"Todos",12,"Programa Sename"
"437",472,436,4,0.381500005722046,"ayudar, persona, opinion, estudiar, dar, siempre, companero, opinión, discriminar, respeto","['comentar', 'opinion', 'adultos']","Ayudar y respetar a los compañeros",483,"chile crece contigo renca",13,13128,"10 a 13",8,"Otro"
"438",473,437,6,0.395000010728836,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['conversar', 'mas', 'amigo']","Compartir y conversar con la familia y la gente",484,"chile crece contigo renca",13,13128,"6 a 9",5,"Consejo Consultivo"
"439",474,438,9,0.305000007152557,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['medio_ambiente']","Cuidar el medio ambiente",485,"programa de libertad asistida proyecta chiloé",10,10201,"Todos",5,"Programa Sename"
"440",475,439,1,0.459699988365173,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'planeta']","Cuidar la convivencia",486,"chile crece contigo quilaco",8,8308,"10 a 13",10,"Establecimiento Educacional"
"441",476,440,6,0.242300003767013,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['escuchar', 'respetar', 'opinion', 'ciudadano', 'pais']","Compartir y conversar con la familia y la gente",487,"moira francisca vallejos inostroza",8,8308,"14 a 18",10,"Establecimiento Educacional"
"442",477,441,3,0.128499999642372,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","[]","Mayor asistencia a Diálogos/Cabildos",488,"secretaria niñez y junaeb",8,8102,"10 a 13",13,"Establecimiento Educacional"
"443",478,442,6,0.470800012350082,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['seguir', 'felice']","Compartir y conversar con la familia y la gente",489,"integrantes programa centro para niños con cuidadores principales temporeros",9,9107,"6 a 9",16,"Establecimiento Educacional"
"444",479,443,1,0.459699988365173,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'planeta']","Cuidar la convivencia",490,"participan de centro para niños con cuidadores principales temporeros",9,9109,"6 a 9",8,"Establecimiento Educacional"
"445",480,444,1,0.260899990797043,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'mundo']","Cuidar la convivencia",491,"cruz roja",16,16102,"14 a 18",20,"Programa Sename"
"446",481,445,9,0.369199991226196,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['cuidar', 'lugar', 'vivimo']","Cuidar el medio ambiente",492,"participan de centro para niños con cuidadores principales temporeros",9,9109,"6 a 9",7,"Establecimiento Educacional"
"447",482,446,7,0.266099989414215,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['cuidar', 'casa']","Compromiso de obtener mejores notas",493,"participan de centro para niños con cuidadores principales temporeros",9,9202,"6 a 9",7,"Establecimiento Educacional"
"448",483,447,9,0.369199991226196,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['cuidar', 'lugar', 'jueg']","Cuidar el medio ambiente",494,"participan de centro para niños con cuidadores principales temporeros",9,9202,"6 a 9",7,"Establecimiento Educacional"
"449",484,448,9,0.369700014591217,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['cuidar', 'lugar', 'vivir']","Cuidar el medio ambiente",495,"participan de centro para niños con cuidadores principales temporeros",9,9101,"4 a 5",7,"Establecimiento Educacional"
"450",485,449,1,0.459300011396408,"cuidar, comunidad, reciclar, pelear, planet, violencia, expresar, futuro, cumplir, dar_conocer","['cuidar', 'multicancha']","Cuidar la convivencia",496,"participan de centro para niños con cuidadores principales temporeros",9,9101,"4 a 5",7,"Establecimiento Educacional"
"451",486,450,3,0.396200001239777,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['mas', 'activo', 'comuna']","Mayor asistencia a Diálogos/Cabildos",497,"municipalidad de corral",14,14102,"14 a 18",8,"Consejo Consultivo"
"452",487,451,6,0.439599990844727,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['nino', 'escuchado']","Compartir y conversar con la familia y la gente",498,"opd isla de maipo",13,13603,"10 a 13",170,"Oficina de Protección de Derechos"
"453",488,452,3,0.128499999642372,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","[]","Mayor asistencia a Diálogos/Cabildos",499,"jardin regalitos del cielo",10,10209,"4 a 5",10,"Establecimiento Educacional"
"454",489,453,6,0.374500006437302,"hacer, familia, rabioso, escuchar, agua, derecho, padre, gente, conversar, compartir","['ninos_nina', 'cuidar', 'agua', 'portarme_bien', 'estudiar', 'obediente']","Compartir y conversar con la familia y la gente",500,"municipalidad san pedro de la paz",8,8108,"Todos",50,"Otro"
"455",491,454,3,0.375600010156632,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['querer', 'empezar', 'tener', 'mejor', 'trato', 'persona']","Mayor asistencia a Diálogos/Cabildos",502,"chile crece contigo calle larga y cesfam josé joaquín aguirre",5,5302,"10 a 13",8,"Otro"
"456",492,455,0,0.372299998998642,"comprometer, mejor, trabajo, demanda, respetuoso, escuela, asi, subir, ninos_nina, continuar","['comprometer', 'violento', 'adulto']","Respeto en la escuela",503,"jardín infantil paidahue",13,13113,"4 a 5",6,"Establecimiento Educacional"
"457",493,456,3,0.392500013113022,"mas, nna, social, pasar, comuna, cita_textual, tema, tener, cabildo, manera","['mayor', 'expresion', 'nna']","Mayor asistencia a Diálogos/Cabildos",504,"opd adquintue",10,10306,"Todos",8,"Consejo Consultivo"
"458",494,457,8,0.250900000333786,"participar, actividad, realizar, cosa, dialogo, instancia, ninos_nina, generar, comprometer, apoyar","['ninos_nina', 'comprometer', 'comunicar', 'necesidad', 'adulto', 'expresar', 'forma', 'actividad', 'realizado']","Mayor participación en instancias de diálogo",505,"programa abriendo caminos",2,2101,"6 a 9",13,"Otro"
"459",495,458,7,0.332100003957748,"prometer, respetar, compromiso, nota, sacarse_buenas, nino, buen, comprometer, existir, mascota","['respetar']","Compromiso de obtener mejores notas",506,"opd vallenar",3,3301,"Todos",12,"Otro"
"460",496,459,9,0.456900000572205,"educacion, pais, botar_basura, medio_ambiente, respecto, informar, lugar, informacion, campana, igualdad","['perder', 'fe', 'pais', 'mejorar']","Cuidar el medio ambiente",507,"escuela municipal de fútbol de frutillar",10,10105,"10 a 13",8,"Otro"
"461",498,460,2,0.307200014591217,"espacio, participacion, mayor, mantener, generar, joven, calle, evitar, ambito, publico","['informar', 'concientizar', 'par', 'respecto', 'necesidad', 'surgido', 'dialogo']","Mayor incidencia en el ambito público",509,"programa abriendo caminos",2,2101,"10 a 13",7,"Otro"
